quality,fix.acid,vol.acid,citric.acid,lresid.sugar,lchlorides,lfree.so2,ltotal.so2,density,pH,sulphates,alcohol,color
6.8,8.2,0.31,0.4,0.7884573604,-2.8473122684,1.7917594692,2.302585093,0.99536,3.31,0.68,11.2,red
6,6.5,0.29,0.25,2.3608540011,-3.2441936329,3.4657359028,4.7874917428,0.9962,3.31,0.34,10.1,white
5.6,10.1,0.28,0.46,0.5877866649,-2.9957322736,1.6094379124,2.5649493575,0.9974,3.04,0.79,10.2,red
6.4,6.4,0.23,0.33,0.1397619424,-3.1235656451,2.7408400239,5.3821988505,0.992,3.33,0.44,11,white
5.8,7.4,0.25,0.36,2.5802168296,-2.7030626596,3.9702919136,5.1817835503,0.9976,3.01,0.48,9,white
6.7,7.3,0.25,0.42,2.6532419646,-3.1941832123,4.0430512678,5.2040066871,0.9996,3.29,0.75,9.1,white
5.9,6.6,0.21,0.49,2.8986705607,-3.1700856607,3.7135720667,5.062595033,0.9997,3.28,0.39,8.7,white
5.3,6.5,0.43,0.28,2.4849066498,-2.8824035882,3.1354942159,5.1590552992,0.9986,3.31,0.55,9.3,white
4.8,8.4,0.56,0.08,0.7419373447,-2.2537949288,2.7725887222,3.7841896339,0.9958,3.13,0.52,11,red
6.1,7.6,0.27,0.52,1.1631508098,-3.1465551633,3.3322045102,5.0238805208,0.99129,3.02,0.53,11.4,white
6.7,6.7,0.34,0.4,0.7419373447,-3.4112477175,3.5263605246,4.7095302013,0.98924,2.97,0.48,12.2,white
5.2,6.3,0.34,0.52,1.8405496334,-3.0576076773,4.1431347264,5.2257466737,0.99481,3.18,0.44,9.6,white
5.3,6.7,0.26,0.49,2.0918640617,-2.9565115604,3.8712010109,5.2832037287,0.99558,3.19,0.48,9.5,white
5.7,6.6,0.96,0,0.5877866649,-2.5010360317,1.6094379124,2.7725887222,0.9936,3.5,0.44,11.9,red
5.6,6.7,0.27,0.33,1.2809338455,-3.3813947544,2.1972245773,3.8066624898,0.99144,3.08,0.4,10.5,white
5.6,10.6,0.31,0.49,0.7884573604,-2.7646205526,2.8903717579,3.6888794541,0.9976,3.14,0.51,9.8,red
6,6.2,0.27,0.32,1.8405496334,-3.0365542681,3.8501476017,5.0689042022,0.99282,3.21,0.6,11,white
5,6.6,0.26,0.56,2.7343675094,-2.9374633654,3.4657359028,4.9487598904,0.9981,3.11,0.49,9.3,white
6.7,6.3,0.22,0.27,1.5040773968,-3.3242363405,4.3944491547,5.0562458053,0.9928,3.05,0.76,10.7,white
5.5,6,0.27,0.3,2.6878474938,-3.1235656451,2.7080502011,4.9698132996,0.99666,3.12,0.53,10.3,white
6,8,0.24,0.36,0.4054651081,-3.0576076773,2.8332133441,4.8598124044,0.9948,3.2,0.54,10,white
6.1,7.1,0.42,0.2,1.0296194172,-3.2701691193,3.3322045102,4.6913478822,0.98968,3.23,0.47,13.4,white
4.8,6.6,0.25,0.51,2.0794415417,-3.0576076773,4.1108738642,5.2417470151,0.99604,3.22,0.49,9.2,white
5.5,7.4,0.28,0.49,0.4054651081,-3.3813947544,2.9957322736,4.836281907,0.9918,2.98,0.39,10.6,white
6,7.1,0.6,0.01,0.8329091229,-2.5383074265,3.1780538303,3.6109179126,0.99514,3.4,0.61,10.9,red
6,6.9,0.32,0.3,0.5877866649,-3.3242363405,3.3322045102,4.7621739348,0.99269,3.24,0.48,11,white
4.8,7.7,0.775,0.42,0.6418538862,-2.3859667019,2.0794415417,4.4543472963,0.9959,3.23,0.59,9.5,red
5.2,10.8,0.5,0.46,0.9162907319,-2.6172958378,1.6094379124,3.295836866,1.0001,3.05,0.64,9.5,red
7.4,7.2,0.25,0.37,0.9162907319,-2.7646205526,2.3978952728,3.7135720667,0.99439,3.52,0.8,12.4,red
6.7,5.9,0.3,0.47,2.0605135318,-3.5065578973,2.9444389792,4.8903491282,0.9933,3.52,0.43,11.5,white
5.7,7.2,0.25,0.39,2.9418039315,-3.2701691193,3.7376696183,5.0434251169,0.9999,2.97,0.47,9,white
6.3,6.8,0.26,0.33,0.4054651081,-3.0576076773,3.7841896339,5.1179938124,0.9928,3.12,0.44,10.5,white
7.3,5.7,0.265,0.28,1.9315214116,-3.3242363405,3.8286413965,5.0106352941,0.99299,3.36,0.44,10.8,white
5.7,6.6,0.23,0.2,2.4336133554,-3.1235656451,3.8066624898,4.8751973232,0.99604,2.96,0.51,9.7,white
4.6,5.5,0.24,0.45,0.5306282511,-3.0791138825,3.0910424534,4.7273878187,0.99224,3.22,0.48,10,white
6,5.2,0.16,0.34,-0.2231435513,-3.540459449,3.258096538,4.3438054219,0.99155,3.25,0.51,10.1,white
6.5,7.1,0.38,0.42,2.4680995315,-3.1941832123,3.4657359028,5.2626901889,0.99624,3.04,0.49,10,white
6.3,6.9,0.22,0.43,1.8562979904,-3.1700856607,3.5263605246,4.7449321284,0.99293,3.05,0.51,10.8,white
8.1,7.6,0.2,0.3,2.6532419646,-2.8824035882,3.9702919136,5.3589419884,0.999,3.14,0.46,8.9,white
6.2,8.6,0.49,0.28,0.6418538862,-2.2072749132,2.9957322736,4.9126548857,0.9972,2.93,1.95,9.9,red
6.8,10.5,0.51,0.64,0.8754687374,-2.2349264445,1.7917594692,2.7080502011,0.9973,3.09,0.66,11.8,red
3.6,7.1,0.64,0.49,0.5877866649,-2.9957322736,2.8332133441,4.8520302639,0.9946,3.31,0.58,10.6,white
4.9,7.4,0.33,0.26,2.7472709143,-3.0159349809,4.2046926194,5.3471075307,0.99907,3.06,0.68,9.5,white
4.6,6.8,0.59,0.1,0.5306282511,-2.7646205526,3.5263605246,3.9702919136,0.9958,3.41,0.67,9.7,red
8.3,7.6,0.2,0.3,2.6532419646,-2.8824035882,3.9702919136,5.3589419884,0.999,3.14,0.46,8.9,white
4.7,6.5,0.23,0.36,2.7911651078,-3.2701691193,3.7612001157,4.8903491282,0.99924,3.26,0.41,8.8,white
6.5,7,0.17,0.37,1.7404661748,-3.6888794541,3.36729583,4.7095302013,0.9938,3.2,0.49,10.8,white
5.8,5.7,0.25,0.22,2.2823823857,-3.0159349809,3.9120230054,4.8283137373,0.99571,3.2,0.45,10.1,white
5.4,9.8,0.39,0.43,0.5007752879,-2.6882475738,1.6094379124,2.3978952728,0.99478,3.19,0.46,11.4,red
5.2,7.2,0.24,0.3,0.4700036292,-3.0365542681,3.295836866,4.8751973232,0.9933,3.25,0.45,10.5,white
8.4,7,0.22,0.26,2.2192034841,-3.611918413,3.6109179126,4.8040210447,0.99228,3.06,0.34,12.5,white
5.8,6.4,0.26,0.21,1.960094784,-3.2188758249,3.5553480615,5.0875963352,0.9956,3.39,0.58,9.9,white
5.1,7.6,0.23,0.4,1.6486586256,-2.718100537,2.6390573296,4.5108595065,0.99488,3.17,0.8,9.7,white
5.7,7.3,0.22,0.49,2.2925347571,-3.4737680745,3.8712010109,5.081404365,0.9937,3.01,0.28,11.2,white
6.1,9,0.53,0.49,0.6418538862,-1.7660917225,1.7917594692,3.2188758249,0.9975,3.27,0.61,9.4,red
6.8,6.7,0.28,0.28,0.8754687374,-4.4228486292,3.5835189385,4.605170186,0.99064,3.26,0.39,11.7,red
5.2,6.9,0.17,0.25,0.4700036292,-3.0576076773,3.5263605246,4.8828019226,0.9914,3.16,0.48,11.4,white
5.6,6.9,0.74,0.03,0.8329091229,-2.9187712324,1.9459101491,2.7725887222,0.99508,3.45,0.63,11.5,red
4.8,7.5,0.33,0.39,2.5176964726,-2.7333680091,3.36729583,4.7791234931,0.9974,3.16,0.39,9.4,white
4,7.9,0.885,0.03,0.5877866649,-2.8473122684,1.3862943611,2.0794415417,0.9972,3.36,0.33,9.1,red
5.7,6.4,0.12,0.3,0.0953101798,-3.4737680745,3.6109179126,4.5432947823,0.98986,3.01,0.56,11.7,white
5,5.3,0.21,0.29,-0.3566749439,-3.5755507688,2.3978952728,4.189654742,0.99215,3.3,0.4,9.8,white
7.4,7.4,0.13,0.39,1.5475625087,-3.1700856607,3.5835189385,4.9199809258,0.995,3.36,0.56,10.3,white
5.4,8.1,1.33,0,0.5877866649,-2.5010360317,1.0986122887,2.4849066498,0.9964,3.54,0.48,10.9,red
6.1,5.7,0.25,0.26,2.5257286443,-3.0159349809,3.9608131696,4.6634390941,0.99691,3.08,0.45,9.4,white
4.7,6.3,0.695,0.55,2.5572273114,-2.8824035882,4.0604430105,5.5294290875,0.99806,3.29,0.49,8.7,white
5.6,6.9,0.685,0,0.9162907319,-2.2537949288,3.0910424534,3.6109179126,0.9966,3.46,0.57,10.6,red
6.9,6.8,0.13,0.39,0.3364722366,-3.3813947544,2.9444389792,4.6249728133,0.99121,3.23,0.6,11.3,white
6.2,7,0.16,0.25,2.6602595373,-3.1235656451,3.295836866,5.0039463059,0.998,2.91,0.46,9.2,white
5.2,5.6,0.615,0,0.4700036292,-2.4191189093,2.7725887222,4.0775374439,0.9943,3.58,0.52,9.9,red
7.4,7.1,0.44,0.23,1.7578579176,-3.3524072175,3.1780538303,4.605170186,0.99062,3.15,0.57,13.2,white
6,7.8,0.4,0.26,2.2512917986,-2.8302178351,3.4657359028,5.1817835503,0.9955,3.04,0.43,10.9,white
5.6,8,0.23,0.46,0.4054651081,-3.5065578973,3.4011973817,4.8283137373,0.9907,3.23,0.47,12.5,white
4.2,8.4,0.635,0.36,0.6931471806,-2.4191189093,2.7080502011,4.0073331852,0.99745,3.31,0.57,10.4,red
5.3,7.2,0.29,0.2,2.0412203289,-3.0791138825,3.9318256327,5.1590552992,0.99582,3.16,0.52,9.5,white
5,7.1,0.28,0.26,0.6418538862,-3.0159349809,2.4849066498,4.4543472963,0.9934,3.15,0.38,9.4,white
6.3,11.3,0.34,0.45,0.6931471806,-2.5010360317,1.7917594692,2.7080502011,0.9988,2.94,0.66,9.2,red
4.9,6.1,0.27,0.25,0.5877866649,-3.1941832123,2.1972245773,4.6913478822,0.9929,3.08,0.54,9,white
6.8,7.2,0.25,0.28,2.6672282066,-2.9004220937,4.0073331852,5.3230099791,0.9986,3.12,0.38,9,white
5.6,8,0.17,0.29,0.8754687374,-3.540459449,3.9512437186,4.7791234931,0.98944,3.03,0.33,12.9,white
6.4,7,0.27,0.36,3.0301337003,-3.1010927892,3.8066624898,5.1357984371,1.001,3,0.45,8.8,white
2.9,8.3,1.02,0.02,1.2237754316,-2.4769384801,1.7917594692,2.3978952728,0.99892,3.48,0.49,11,red
3.9,5.6,0.18,0.29,0.8329091229,-3.2188758249,1.6094379124,3.8501476017,0.99126,3.07,0.45,10.1,white
6.4,9,0.39,0.4,0.2623642645,-3.1235656451,3.2188758249,3.9120230054,0.99478,3.2,0.83,10.9,red
5.6,7.6,0.4,0.29,0.6418538862,-2.5510464523,3.36729583,4.189654742,0.9971,3.45,0.59,9.5,red
5,6.1,0.21,0.19,0.3364722366,-3.0791138825,3.9318256327,4.8751973232,0.99184,3.22,0.39,10.5,white
5.9,7.7,0.27,0.49,0.5877866649,-3.1941832123,3.1354942159,4.4543472963,0.9914,3.16,0.42,12.5,white
6,7,0.69,0.08,0.5877866649,-2.3330443005,3.0910424534,4.4886363697,0.9959,3.34,0.54,9.2,red
5.8,7.1,0.39,0.12,0.7419373447,-2.7333680091,2.6390573296,3.1780538303,0.99252,3.3,0.53,13.3,red
6,5.1,0.29,0.28,2.1162555148,-3.649658741,3.295836866,4.6728288345,0.99308,3.36,0.37,11,white
5.4,6.4,0.31,0.4,1.8562979904,-3.2441936329,3.6635616461,5.252273428,0.99513,3.14,0.52,9.8,white
6,8.3,0.28,0.27,2.8622008809,-3.1010927892,3.8712010109,5.5333894887,1.00014,3.02,0.56,9.1,white
6.3,6.2,0.26,0.2,2.0794415417,-3.0576076773,3.5553480615,4.7095302013,0.99445,3.11,0.42,10.4,white
5.6,8,0.715,0.22,0.8329091229,-2.5902671654,2.5649493575,4.3944491547,0.99688,3.24,0.54,9.5,red
7.9,7,0.22,0.26,2.2192034841,-3.611918413,3.6109179126,4.8040210447,0.99228,3.06,0.34,12.5,white
5.6,9.4,0.43,0.24,1.0296194172,-2.3859667019,2.6390573296,3.8066624898,0.998,3.19,0.73,10,red
6.8,6.9,0.19,0.33,0.4700036292,-3.2441936329,3.295836866,4.5849674787,0.9898,3.09,0.46,12.3,white
4.8,6.7,0.31,0.09,0.3364722366,-3.2441936329,3.9702919136,4.9487598904,0.99206,3.12,0.44,10.1,white
5.9,7.2,0.24,0.28,0.6418538862,-3.4420193762,3.4011973817,4.521788577,0.9914,3.1,0.39,10.9,white
6.5,6.8,0.23,0.29,2.5014359517,-3.3524072175,3.6375861597,5.463831805,0.9976,3.35,0.52,9.8,white
5.5,7.7,0.43,0.37,2.302585093,-1.7778565641,3.0910424534,5.3471075307,0.99776,3.02,0.64,9.5,white
5,9.8,0.16,0.46,0.5877866649,-3.0791138825,3.1354942159,4.8675344505,0.99587,3.04,0.67,9.6,white
4.9,7.9,0.66,0,0.3364722366,-2.3434070875,1.7917594692,2.5649493575,0.99569,3.43,0.58,9.5,red
7.1,6.4,0.15,0.4,0.4054651081,-3.1700856607,3.1354942159,4.4659081187,0.98972,3.11,0.46,12.2,white
6.7,6.3,0.23,0.31,0.4054651081,-3.8167128256,2.3978952728,4.4067192473,0.9892,3.3,0.4,12.9,white
6.3,7,0.4,0.25,0.5877866649,-2.9957322736,3.9318256327,5.2417470151,0.99174,3,0.55,11.4,white
6.5,6.7,0.3,0.49,1.5686159179,-3.3813947544,3.5835189385,5.062595033,0.9945,3.12,0.45,9.9,white
4.7,6.9,0.19,0.38,0.1397619424,-3.7722610631,3.4011973817,4.6539603502,0.99047,3.11,0.38,11.4,white
6.6,7.1,0.28,0.28,2.1400661635,-3.5065578973,3.2188758249,5.252273428,0.99338,3.16,0.46,12.2,white
6,8.9,0.24,0.39,0.4700036292,-2.6036901858,1.0986122887,2.302585093,0.99698,3.12,0.59,9.5,red
5.2,7.1,0.35,0.24,2.7343675094,-2.9004220937,3.8286413965,5.2882670307,0.9988,3.12,0.49,8.8,white
7.1,7.3,0.48,0.32,0.7419373447,-2.7806208939,3.4339872045,3.9889840466,0.99728,3.3,0.65,10,red
6.6,6.9,0.28,0.27,0.7419373447,-3.3242363405,3.7376696183,4.7957905456,0.9926,3.42,0.49,10.8,white
6.1,6.4,0.22,0.32,2.4849066498,-2.718100537,4.0430512678,5.062595033,0.9992,3.6,0.43,9,white
6.3,6.3,0.26,0.49,0.4054651081,-2.9565115604,3.5263605246,4.8978398,0.9924,2.99,0.61,9.8,white
6.8,6.9,0.23,0.38,2.1162555148,-3.0576076773,3.8501476017,5.0875963352,0.9954,3.34,0.52,10.5,white
6,6.2,0.29,0.23,2.5176964726,-3.0365542681,3.4965075615,5.3033049081,0.99612,3.11,0.56,9.9,white
6.2,5.9,0.25,0.27,0.4054651081,-3.540459449,3.6109179126,4.3944491547,0.9892,3.2,0.46,12.2,white
6.7,6.8,0.27,0.49,0.1823215568,-3.1235656451,3.5553480615,4.836281907,0.99,3.13,0.48,12.1,white
5.1,7.5,0.49,0.19,0.6418538862,-2.5770219387,2.302585093,3.7841896339,0.9957,3.39,0.54,9.7,red
6.5,7.1,0.2,0.3,-0.1053605157,-3.9633162998,1.3862943611,3.3322045102,0.98931,3.2,0.36,12,white
6.3,11.6,0.475,0.4,0.3364722366,-2.3968957725,1.7917594692,3.3322045102,0.99704,3.07,0.65,10.03333333,red
7,7.3,0.33,0.4,1.9242486523,-3.2701691193,3.4657359028,4.9272536852,0.992,3.03,0.3,11.9,white
3.8,6,0.615,0.04,-0.2231435513,-3.4420193762,2.0794415417,3.9120230054,0.99036,3.14,0.4,11,white
4.9,7.4,0.36,0.29,0.955511445,-2.4418471603,3.258096538,4.276666119,0.99645,3.39,0.68,11,red
6.5,7.3,0.145,0.33,0.0953101798,-3.1700856607,2.6390573296,4.1588830834,0.99012,3.1,0.37,11.8,white
5.8,6.6,0.41,0.27,2.3702437415,-2.2072749132,2.9957322736,4.6347289882,0.99672,3.08,0.41,9,white
4.7,7.5,0.26,0.26,2.9096295745,-2.4769384801,3.4965075615,4.9344739331,1.0011,3.17,0.39,8.8,white
5.6,6.8,0.65,0.02,0.7419373447,-2.5510464523,2.0794415417,2.7080502011,0.99498,3.35,0.62,10.4,red
6.9,7.4,0.19,0.3,2.5494451709,-2.9374633654,3.8815637979,5.4337220036,0.9986,3.14,0.49,9.1,white
8.3,6.4,0.32,0.35,1.5686159179,-3.5065578973,3.5263605246,4.6151205168,0.9912,3.36,0.6,12.5,white
6.1,6.8,0.23,0.48,0.4054651081,-3.3242363405,3.5553480615,5.1059454739,0.99162,3.18,0.45,11.3,white
6.5,7.3,0.66,0,0.6931471806,-2.4769384801,1.7917594692,3.1354942159,0.9983,3.61,0.96,9.9,red
5.7,6.8,0.22,0.24,1.5892352051,-2.3859667019,3.4011973817,4.8121843554,0.9951,3.03,0.46,8.6,white
7.3,7.2,0.23,0.39,2.6532419646,-2.8473122684,3.8918202981,5.257495372,0.9979,2.98,0.48,9,white
7.2,8.1,0.3,0.49,2.5095992624,-3.0159349809,3.9120230054,4.9698132996,0.9971,3.09,0.57,10.2,white
6.7,6.5,0.23,0.39,0.6418538862,-3.3242363405,3.7135720667,4.5849674787,0.99,3.19,0.43,11.9,white
4.5,9.8,1.24,0.34,0.6931471806,-2.5383074265,3.4657359028,5.0172798368,0.998,3.15,0.53,9.5,red
5.8,7.4,0.19,0.31,2.6741486494,-3.1010927892,3.6635616461,5.2626901889,0.9986,3.1,0.5,9.2,white
6.9,6,0.32,0.3,0.2623642645,-3.6888794541,2.8903717579,4.7184988713,0.98802,3.07,0.64,13.3,white
5.5,11.5,0.315,0.54,0.7419373447,-2.4769384801,1.6094379124,2.7080502011,0.9987,2.98,0.7,9.2,red
6.4,5.8,0.23,0.2,0.6931471806,-3.1465551633,3.6635616461,5.0369526024,0.99226,3.21,0.39,10.2,white
6.4,7.1,0.26,0.32,2.6706944146,-2.6036901858,3.36729583,4.6728288345,0.998,2.96,0.42,9.2,white
6,8.7,0.7,0.24,0.9162907319,-1.4872202797,1.6094379124,2.7080502011,0.9991,3.32,0.6,9,red
5,7.2,0.655,0.03,0.5877866649,-2.5510464523,1.9459101491,2.4849066498,0.99587,3.34,0.39,9.5,red
7.4,7.7,0.27,0.34,0.5877866649,-3.5755507688,3.258096538,5.1239639794,0.9911,2.99,0.48,12.1,white
5.5,7.1,0.69,0.04,0.7419373447,-2.6882475738,2.9444389792,3.295836866,0.99712,3.44,0.67,9.8,red
7.2,6.6,0.26,0.21,1.064710737,-3.649658741,3.8712010109,4.836281907,0.99089,3.22,0.38,11.3,white
5,6.4,0.32,0.5,2.3702437415,-3.0576076773,4.0430512678,5.3278761688,0.9968,3.08,0.6,9.4,white
7.1,6.4,0.4,0.19,1.1631508098,-3.4112477175,3.3322045102,4.8202815656,0.9904,3.22,0.54,12.7,white
7,7.4,0.16,0.27,2.7408400239,-2.9957322736,3.2188758249,4.9052747784,0.9984,2.9,0.43,8.7,white
5.6,6.6,0.22,0.29,2.6672282066,-3.0791138825,3.6635616461,4.7706846245,0.99834,3.05,0.5,9.1,white
4.9,7.4,0.27,0.26,2.4680995315,-2.9374633654,4.0073331852,5.1532915945,0.99699,3.11,0.6,9.8,white
7,7.3,0.2,0.44,0.3364722366,-3.1010927892,3.0445224377,4.5849674787,0.9924,3.15,0.46,10,white
5.8,6.6,0.435,0.38,2.2192034841,-2.8473122684,4.189654742,5.4930614433,0.99833,3.23,0.54,9.1,white
5.9,9.5,0.735,0.1,0.7419373447,-2.5383074265,1.7917594692,3.4339872045,0.9986,3.23,0.56,10.1,red
5.7,6.3,0.26,0.25,1.6486586256,-3.0791138825,2.3978952728,4.8903491282,0.99202,2.97,0.68,11,white
6.3,6.6,0.25,0.42,2.4248027257,-3.0159349809,4.3438054219,5.4424177105,0.9966,3.24,0.52,9.5,white
6.3,9.2,0.67,0.1,1.0986122887,-2.3968957725,2.4849066498,3.8712010109,0.99888,3.31,0.54,9.5,red
4.9,4.9,0.345,0.34,0,-2.6882475738,3.4657359028,4.9628446303,0.99138,3.24,0.4,10.1,white
5,7.1,0.21,0.27,2.1517622033,-2.8824035882,3.258096538,4.7095302013,0.9956,2.95,0.52,9.5,white
5.8,7.6,0.27,0.3,2.2192034841,-4.0173835211,3.1354942159,4.5643481915,0.9938,3.08,0.29,11,white
5.8,8,0.33,0.32,1.5260563035,-3.1941832123,3.4339872045,5.1929568509,0.99184,2.92,0.74,12.2,white
5.2,7.4,0.38,0.34,2.1162555148,-2.9565115604,3.7841896339,5.1239639794,0.99627,3.11,0.52,9.2,white
5.8,5.5,0.62,0.33,0.5306282511,-3.2968373663,3.1780538303,4.7706846245,0.98758,3.15,0.39,13.55,white
5.6,5.9,0.19,0.26,2.0014800002,-3.3813947544,3.4965075615,4.8121843554,0.995,3.49,0.42,10.1,white
5.2,6.6,0.22,0.58,0.0953101798,-2.0174061508,3.9512437186,4.9126548857,0.9932,3.1,0.3,9.1,white
5.9,5.8,0.27,0.27,2.5095992624,-3.1010927892,4.0073331852,5.1357984371,0.9972,3.28,0.42,9.3,white
4.8,8.6,0.37,0.65,1.8562979904,-2.5257286443,1.0986122887,2.0794415417,0.99817,3.27,0.58,11,red
6.8,7.2,0.17,0.28,2.8650539499,-2.9957322736,3.4965075615,5.0369526024,0.99971,2.94,0.43,9,white
4.6,9.9,0.74,0.19,1.7578579176,-2.1982250777,3.4965075615,4.3307333403,0.99878,3.14,0.55,9.4,red
6.1,7.5,0.63,0.27,0.6931471806,-2.4889146712,2.8332133441,4.5108595065,0.99616,3.26,0.58,9.8,red
7.8,7.3,0.19,0.27,2.6318888401,-2.8647040111,3.8066624898,5.0434251169,0.99807,2.94,0.41,8.8,white
6.6,6.1,0.105,0.31,0.2623642645,-3.2968373663,4.0073331852,4.9767337424,0.9912,3.41,0.41,11.1,white
6.3,6.1,0.24,0.27,2.2823823857,-2.7806208939,3.4965075615,5.0238805208,0.9966,3.31,0.47,9.5,white
5.9,5.7,0.25,0.27,2.3795461341,-2.9957322736,4.0604430105,4.7535901911,0.99592,3.1,0.5,9.8,white
6.5,5.8,0.14,0.15,1.8082887712,-3.1700856607,3.295836866,4.8121843554,0.99362,3.06,0.6,9.9,white
7.4,5.6,0.66,0,0.7884573604,-2.4418471603,1.0986122887,2.3978952728,0.99378,3.71,0.63,12.8,red
5.9,7,0.29,0.26,0.4700036292,-3.1235656451,2.4849066498,4.4659081187,0.9923,3.08,0.46,10.5,white
5.6,9.8,0.51,0.19,1.1631508098,-2.5133061243,2.0794415417,3.4011973817,0.9984,3.23,0.58,10.5,red
5.9,5.9,0.29,0.32,0.3364722366,-3.8167128256,2.8332133441,3.8501476017,0.9899,3.35,0.35,11.5,white
3.6,6.2,0.43,0.49,1.8562979904,-3.1010927892,2.4849066498,4.7449321284,0.9963,3.27,0.57,9,white
6.6,7,0.28,0.32,2.0476928434,-3.4420193762,3.4011973817,4.7361984484,0.99158,3.12,0.64,12.8,white
5.9,7.5,0.42,0.19,1.9315214116,-3.1941832123,4.127134385,5.0106352941,0.99508,3.23,0.37,10,white
5.7,7,0.2,0.37,0.6931471806,-3.5065578973,3.258096538,4.9126548857,0.9932,3.28,0.61,10.2,white
7.1,7,0.15,0.28,2.6878474938,-2.9759296463,3.36729583,5.0039463059,0.99792,2.96,0.39,9,white
8.1,4.4,0.32,0.39,1.4586150227,-3.5065578973,3.4339872045,4.8441870865,0.98904,3.46,0.36,12.8,white
6.8,5.3,0.4,0.25,1.3609765531,-3.4737680745,3.8066624898,4.8675344505,0.99072,3.31,0.58,11.75,white
5.5,7.9,0.25,0.34,2.4336133554,-3.2188758249,3.9702919136,5.3082676974,0.99708,3.11,0.57,9.6,white
6.5,6,0.14,0.17,1.7227665977,-3.3242363405,3.6109179126,4.8441870865,0.99373,3.05,0.57,9.8,white
6.3,5.4,0.58,0.08,0.6418538862,-2.8302178351,2.9957322736,3.4339872045,0.99484,3.5,0.64,10.2,red
4.9,6.4,0.57,0.02,0.5877866649,-2.7030626596,1.3862943611,2.3978952728,0.997,3.46,0.68,9.5,red
6.7,6.8,0.22,0.35,1.7047480922,-3.1465551633,3.0445224377,4.7361984484,0.9938,3.3,0.53,10.7,white
5.2,6.6,0.32,0.33,0.9162907319,-2.9565115604,3.6888794541,5.3913522325,0.99316,3.15,0.6,10,white
6,6.8,0.25,0.34,1.5475625087,-3.4737680745,3.5263605246,4.8978398,0.9927,3.21,0.38,10.6,white
6.4,6.6,0.23,0.26,0.2623642645,-3.1010927892,2.7725887222,4.8520302639,0.9934,3.36,0.6,10,white
5.4,7.6,0.13,0.34,2.2300144002,-2.7806208939,3.6888794541,4.836281907,0.9966,3.21,0.39,9.6,white
7.1,6.9,0.33,0.31,1.4350845253,-3.2188758249,3.0445224377,4.5325994932,0.9896,3.18,0.48,13.4,white
6,6.2,0.23,0.36,2.8449093838,-3.2441936329,3.6109179126,4.8675344505,0.99946,3.23,0.43,8.8,white
4.8,6.4,0.41,0.01,1.8082887712,-3.0365542681,2.9957322736,4.248495242,0.99362,3.19,0.42,10,white
8.2,4.9,0.33,0.31,0.1823215568,-4.1351665567,3.6635616461,5.0106352941,0.98713,3.33,0.59,14,white
5.2,6.2,0.33,0.29,0.2623642645,-3.1700856607,3.258096538,4.9272536852,0.9956,3.77,0.64,9.5,white
6.7,7,0.6,0.12,0.7884573604,-2.4889146712,2.5649493575,3.3322045102,0.9966,3.52,0.62,10.2,red
5,8.5,0.49,0.11,0.8329091229,-2.4769384801,2.1972245773,4.2046926194,0.9968,3.17,0.53,9.4,red
5.7,7.4,0.25,0.36,2.5802168296,-2.7030626596,3.9702919136,5.1817835503,0.9976,3.01,0.48,9,white
3.9,7.3,0.28,0.42,0.1823215568,-3.4112477175,3.36729583,4.9558270576,0.99205,3.17,0.43,10.7,white
5.5,7.2,0.695,0.13,0.6931471806,-2.5770219387,2.4849066498,2.9957322736,0.99546,3.29,0.54,10.1,red
6.1,6.4,0.36,0.53,0.7884573604,-1.4696759701,2.9444389792,3.5553480615,0.9934,3.37,0.93,12.4,red
5.9,7.5,0.22,0.33,1.9021075264,-3.3242363405,3.8066624898,4.9272536852,0.9939,3.2,0.68,11.4,white
6.3,6.2,0.28,0.27,2.3321438952,-3.5065578973,3.258096538,4.6821312271,0.99388,3.2,0.36,10.7,white
7.3,8.8,0.33,0.44,1.8484548129,-3.7297014486,2.1972245773,4.4659081187,0.9917,2.96,0.4,12.6,white
6.2,7.7,0.23,0.37,0.5877866649,-3.0791138825,3.1354942159,4.0943445622,0.9971,3.41,0.71,12.1,red
7.1,6,0.2,0.32,1.0986122887,-3.4737680745,3.258096538,4.7706846245,0.99134,3.38,0.68,11.2,white
4.1,5.7,1.13,0.09,0.4054651081,-1.7602608022,1.9459101491,2.9444389792,0.994,3.5,0.48,9.8,red
5,8.9,0.48,0.24,1.0473189943,-2.3644604967,3.5553480615,4.6634390941,0.9982,3.1,0.53,9.2,red
6.7,5.9,0.24,0.3,0.6931471806,-3.4112477175,3.3322045102,4.521788577,0.99225,3.39,0.69,10.9,white
4.8,7.4,0.31,0.74,2.3702437415,-3.2441936329,3.9318256327,4.9904325868,0.9977,3.02,0.43,8.7,white
6.3,5.7,0.31,0.29,1.9878743482,-2.9957322736,3.4965075615,4.9628446303,0.99332,3.31,0.5,11.06666667,white
5.2,8.6,0.47,0.3,1.0986122887,-2.5770219387,3.4011973817,4.9052747784,0.9976,3.3,0.53,9.4,red
5.7,6.5,0.36,0.31,2.6063865473,-2.9374633654,2.9957322736,4.7273878187,0.99544,3.2,0.56,11,white
4.7,7.4,0.35,0.31,2.8875901149,-2.7806208939,3.7376696183,5.2311086169,1.0002,3.27,0.64,9.1,white
